name,hall,stand,industry,email,website,address,country,about,url
ERA RF,4,4F-07a,"Electronic & Electromechanical Systems, Vehicle-Mounted Equipment Systems, Aircraft and Aviation Technologies, Communication, Command Control, and Information Technologies",info@erarf.com,erarf.com,"Teknopark İstanbul, Sanayi Mah. Teknopark Bulvarı 1/10C 359 Pendik İstanbul 34906",Türkiye,"Founded in 2016 at Teknopark İstanbul, ERA RF Technologies is a research and development company specializing in advanced communication systems for unmanned aerial vehicle (UAV) platforms. ERA leverages extensive real-world operational experience and has privileged access to Baykar’s combat-proven UAV platforms, including the Bayraktar TB2, TB3, and Akıncı. This unique partnership allows ERA’s engineers to perform in-depth R&D and integration directly on these UAVs, accelerating innovation and ensuring that ERA’s solutions are proven under real-world conditions. ERA’s multidisciplinary engineering team spans hardware, mechanical, software, and FPGA design, enabling the company to design and manufacture its entire product portfolio in-house. The main R&D office covers 2270 m² at Teknopark İstanbul, accommodating 124 personnel and extensive on-site laboratories for development and testing. The company also operates an 830 m² production facility for PCB assembly, as well as a 2500 m² production center for CNC manufacturing. This robust infrastructure allows ERA to efficiently prototype, test, and produce high-performance communication systems, and even design custom products tailored to unique platform or mission requirements. All ERA data link products are built on a software-defined radio architecture, making them highly adaptable and future-ready. Every system undergoes rigorous laboratory and flight testing to validate performance in mission-critical scenarios, leveraging ERA’s direct UAV platform access to prove out designs under combat conditions. To date, ERA’s communication solutions have accumulated over 600,000 flight hours in operational service –a proven track record of reliability and effectiveness across diverse missions and environments.",https://sahaexpo.com/en/katilimci/era-rf
ERFA,1,1B-06c,"Machinery and Other Manufacturing Equipment, Aircraft and Aviation Technologies",erfa@erfamakina.com.tr,www.erfamakina.com.tr,"Demirci Mahallesi, Deligönül Sokak, No:7 Nilüfer/BURSA",Türkiye,"ERFA Makina is a solution partner operating in the fields of engineering, design, and manufacturing for the aviation, defence, and energy industries. With its Engineer-to-Order (ETO) approach, ERFA Makina develops and produces high value-added, project-specific machinery and equipment tailored to customer requirements. Our core product range includes pipe welding machines, Maintenance, Repair and Overhaul (MRO) equipment, and Ground Support Equipment (GSE). Committed to quality, reliability, and sustainability, ERFA Makina combines strong engineering capabilities with innovative solutions to deliver value to its industries. Powered by the Future.",https://sahaexpo.com/en/katilimci/erfa
ERFORM MAKİNA,2,2D-01g,"Machinery and Other Manufacturing Equipment, Material and Material Shaping Technologies, Industrial Production Technologies and Robotic Systems",info@erform.com.tr,www.erform.com.tr,Deri osb. mah. asort sokak n01-17-17 tuzla istanbul,Türkiye,"Our company, operating in the Tuzla Leather Industry Zone, serves customers in the defence, automotive sub-industry, and energy sectors. We develop and commercialize new products under our own name through innovation-focused utility model and patented product studies. Using molds produced in our mold workshop and our existing plastic injection molding machines, we manufacture all parts in-house, from the design phase to mass production. We continue to offer benefits and solutions to our customers.",https://sahaexpo.com/en/katilimci/erform-makina
ERGİL GRUP,3,3B-02l,"Material and Material Shaping Technologies, Design, Analysis, and Engineering Services",sales@ergil.com,ergil.com,"Evci OSB, 33100 Akdeniz/Mersin",Türkiye,"Mission To Be a Leading Brand in the Production of Better, Safer, and More Economical Products Vision To ensure the highest level of customer satisfaction by adhering to the highest efficiency standards and comprehensive environmental regulations in our products and services, and to make positive contributions to our community and the environment. We are committed to producing products that protect the environment, society, and our entire world.",https://sahaexpo.com/en/katilimci/ergil-grup
ERMAKSAN,8,8J-03a,"Industrial Production Technologies and Robotic Systems, Optical Material and Electro-optic Device Technologies, Electronic & Electromechanical Systems, Sensor and Sensor Systems Technologies, Weapons and Ammunitions",yildirim.yildiz@ermaksan.com.tr,www.ermaksan.com.tr,"Işıktepeosb Mah. Lacivert Cad. No:8 16215 Nilüfer, Bursa / TÜRKİYE",Türkiye,"Founded in 1965 in Turkey, ERMAKSAN has evolved into a global leader in metal fabricating machinery, additive manufacturing, semiconductor laser systems, and advanced defence technologies. In defence, ERMAKSAN develops high-energy laser sources, naval gun systems, and mortar solutions, tailored for seamless integration across multi-domain platforms. These capabilities empower armed forces to detect, deter, and neutralize diverse threats. With strong investments in semiconductor and defence industries, ERMAKSAN partners with Türkiye’s Presidency of Defence Industries (SSB) to deliver mission-ready, cutting-edge technologies that ensure operational superiority and national security. Contact us today to explore how ERMAKSAN can support your defence requirements. The THUNDERBOLT 40/70 T Naval Gun System is a next-generation dual-barrel weapon engineered by ERMAKSAN’s Defence Division to meet the evolving demands of naval warfare. Its twin 40 mm barrels deliver continuous, mission-assured firepower, with built-in redundancy that maximizes reliability under all conditions. The stealth-optimized composite cupola minimizes radar cross-section, enhancing survivability and reducing detectability. With a 736-round maximum capacity and a firing rate of 2 × 300 rounds per minute, THUNDERBOLT delivers sustained fire support and decisive lethality. Fully interoperable with shipborne radars and Combat Management Systems (CMS), it enables precision engagement across multiple domains. By combining high firepower, advanced integration, and cost-effective lifecycle design, the THUNDERBOLT 40/70 T empowers naval forces to defend national waters, secure strategic sea lines, and provide reliable multi-role fire support in both littoral and open-sea operations.",https://sahaexpo.com/en/katilimci/ermaksan-makine-san-ve-tic-as
ERNST,5,5J-10,,corporate@cisam-ernst.com,www.cisam-ernst.com/en,"CISAM-ERNST s.r.l.
Via Monte Tagliaferro 6
21056 Induno Olona (VA) - Italy",Italy,,https://sahaexpo.com/en/katilimci/ernst
ESAYSAN,2,2D-01c,"Motor Vehicle Systems, Aircraft and Aviation Technologies, Unmanned Systems, Vehicle-Mounted Equipment Systems, Material and Material Shaping Technologies",esra.sayar@esaysan.com.tr,www.esaysan.com.tr,ORGANİZE SANAYİ BÖLGESİ 6. CADDE NO: 4 ODUNPAZARI ESKİŞEHİR,Türkiye,"Esaysan Industrial Metal is a manufacturing and engineering company established in 2020 in Eskişehir by women entrepreneur Esra Ayva Sayar, specializing in sheet metal processing. The company provides high-precision manufacturing solutions in laser cutting, bending, and welding processes, serving primarily the defence and aerospace industries, as well as automotive, white goods, and medical sectors. With its strong technical infrastructure, experienced team, and quality-oriented approach, Esaysan has quickly become a reliable business partner in its field. Aiming to strengthen its competitiveness in both national and international markets, Esaysan combines its production capabilities with innovative solutions to deliver high value-added projects.",https://sahaexpo.com/en/katilimci/esaysan
ESCO MARITIME,2,2A-07,,patrick.egan@escomaritime-us.com,www.escomaritime.com,"50 Barnes Park North Suite 101,Wallingford CT",States,ESCO Maritime Solutions was created in April 2025 by the purchase of UM SM&P by ESCO Technologies as an addition to their A&D group. ESCO Maritime Solutions is a world leader in Signature Management and Power Conversion solutions for the US and UK naval defence market. Our solutions enable critical mission system capabilities and increase naval stealth on submarine and surface ship platforms.,https://sahaexpo.com/en/katilimci/esco-maritime
ESETRON,5,5K-11h,"Unmanned Systems, Communication, Command Control, and Information Technologies",esetron@esetron.com,www.esetron.com.tr,İvedik OSB Mah. 2224. Cad. Teknopark Ankara C Blok 5. Kat No: 518 Yenimahalle/Ankara,Türkiye,"Esetron develops high-tech solutions that span from concept to field deployment in defence, security, and search & rescue operations. From unmanned systems to command-and-control infrastructures, from embedded software to mission-specific electro-mechanical platforms — we design intelligent, rugged, and reliable systems for the most demanding operational environments. On the tactical battlefield or in disaster zones, our remotely operated robotic platforms step into the unknown — navigating tight spaces, scanning through darkness, and absorbing the risk. Because we don’t just build devices — we engineer technologies that save lives. With solutions that enhance operational capability, empower decision-makers, and support mission success, we proudly contribute to Türkiye’s technological sovereignty — building the future, today.",https://sahaexpo.com/en/katilimci/esetron
ESKA YAZILIM,3,3E-03,Information Technologies,iletisim@eska.biz,www.eskayazilim.com.tr,EGS Business Park B2 Blok No:1 Yeşilköy İstanbul,Türkiye,"Our mission is to help people around the world with business solutions. We are a passionate team whose goal is to protect companies from the disruptive high licensing costs by using open-source solutions like Odoo, while also making it easier for companies to digitalize their business management. We build great products to solve your business problems. Using up-to-date open-source and free software technologies, we develop custom software that meets the unique needs of our customers and provide software solutions through a cloud service model. With our expert consultants, we offer technical consulting services to meet your IT needs and solve your problems.",https://sahaexpo.com/en/katilimci/eska-yazilim
